QueryID,DocID,Score
Q48,CACM-0597,"modular data processing **systems** written **in** cobol cacm may, 1962 emery, j. c. ca620508 jb march 20, 1978 1:47 pm 597 5 597 597 5 597 597 5 597"
Q48,CACM-3181,public protection and education with eft research has revealed **the** existence **of** widespread misinformation and lack **of** **knowledge** about eft among business and government as well as consumers.
Q48,CACM-1341,"levels **of** computer **systems** **in** building current computer systems, we tend to break them down into ""levels"" **of** control, command and communication; **in** using **the** system, we break our problems down correspondingly."
Q48,CACM-2995,"decomposability, instabilities, and saturation **in** multiprogramming **systems** (corrigendum) cacm february, 1977 courtois, p. j. ca770205 jb december 30, 1977 2:20 am 2995 5 2995 2995 5 2995 2995 5 2995"
Q48,CACM-1461,"discussion summary on operating **systems** cacm march, 1966 ca660311 jb march 3, 1978 1:26 pm 1461 5 1461 1461 5 1461 1461 5 1461"
Q48,CACM-3180,"costs **of** **the** current u. payments system neither **the** banking industry nor public policy makers have good **information** on **the** comparative costs **of** alternative payment **systems** such as cash, checks, credit cards, and eft transactions."
Q48,CACM-3026,"**the** evolution **of** **the** sperry univac 1100 series: a his tory, analysis, and projection **the** 1100 series **systems** are sperry univac's large-scale main frame computer systems."
Q48,CACM-2314,requirements for advanced programming **systems** for list processing list processing **systems** should be designed to facilitate production **of** large programs to manipulate large complex symbolic data stores.
Q48,CACM-0025,"general purpose programming **systems** cacm may, 1958 holt, a. w. ca580503 jb march 22, 1978 9:14 pm 25 5 25 25 5 25 25 5 25"
Q48,CACM-3068,"a model for verification **of** data security **in** operating **systems** program verification applied to kernel architectures forms a promising method for providing uncircumventably secure, shared computer systems."
Q48,CACM-2818,"interference **in** multiprocessor computer **systems** with interleaved memory (corrigendum) cacm november, 1976 baskett, f. smith, a. j. ca761105 jb january 3, 1978 3:18 pm 2818 5 2818 2818 5 2818 2818 5 2818"
Q48,CACM-2358,"**the** multics virtual memory: concepts and design as experience with use **of** on-line operating **systems** has grown, **the** need to share **information** among system users has become increasingly apparent."
Q48,CACM-1680,a general-purpose display processing and tutorial system adept (a display-expedited processing and tutorial) system is described.
Q48,CACM-1387,solution **of** **systems** **of** polynomial equations by elimination **the** elimination procedure as described by williams has been coded **in** lisp and formac and used **in** solving **systems** **of** polynomial equations.
Q48,CACM-0018,"simple automatic coding **systems** cacm july, 1958 adams, e. s. schlesinger, s. i. ca580701 jb march 22, 1978 9:06 pm 18 5 18 18 5 18 18 5 18"
Q48,CACM-2138,"bliss: a language for **systems** programming a language, bliss, is described."
Q48,CACM-1627,application **of** level changing to a multilevel storage organization a technique for organizing **the** devices **of** a computer storage system is described.
Q48,CACM-1071,computer-usage accounting for generalized time-sharing **systems** **the** current develop
Q48,CACM-2567,"an exponential method for **the** solution **of** **systems** **of** ordinary differential equations an explicit, coupled, single-step method for **the** numerical solution **of** initial value problems for **systems** **of** ordinary differential equations is presented."
Q48,CACM-1751,**the** working set model for program behavior probably **the** most basic reason behind **the** absence **of** a general treatment **of** resource allocation **in** modern computer **systems** is an adequate model for program behavior.
Q48,CACM-3089,performance **of** rollback recovery **systems** under intermittent failures a mathematical model **of** a transaction-oriented system under intermittent failures is proposed.
Q48,CACM-1912,simulation **of** outpatient appointment **systems** an experimental computer program is described which simulates appointment **systems** employed by outpatient departments **of** hospitals.
Q48,CACM-2631,"an information-theoretic approach to text searching **in** direct access **systems** using direct access computer files **of** bibliographic information, an attempt is made to overcome one **of** **the** problems often associated with **information** retrieval, namely, **the** maintenance and use **of** large dictionaries, **the** greater part **of** which is used only infrequently."
Q48,CACM-2482,"mixed solutions for **the** deadlock problem mixtures **of** detection, avoidance, and prevention provide more effective and practical solutions to **the** deadlock problem than any one **of** these alone."
Q48,CACM-2730,interactive consulting via natural language interactive programming **systems** often contain help commands to give **the** programmer on-line instruction regarding **the** use **of** **the** various **systems** commands.
Q48,CACM-2561,**the** procedures make use **of** a similarity structure which is imposed on **the** data base using nonnumerical clustering algorithms.
Q48,CACM-2307,"dynamic document processing **the** current **role** **of** computers **in** automatic document processing is briefly outlined, and some reasons are given why **the** early promise **of** library automation and **of** **the** mechanization **of** documentation processes has not been fulfilled."
Q48,CACM-2870,a lattice model **of** secure **information** flow this paper investigates mechanisms that guarantee secure **information** flow **in** a computer system.
Q48,CACM-1750,considerations **in** **the** design **of** a multiple computer system with extended core storage **the** use **of** large quantities **of** addressable (but not executable) fast random access memory to heighten **the** multiprogramming performance **of** a multicomputer system is discussed.
Q48,CACM-2288,file organization: **the** consecutive **retrieval** property **the** consecutive **retrieval** property is an important relation between a query set and record set.
Q48,CACM-2621,a high security log-in procedure **the** protection **of** time sharing **systems** from unauthorized users is often achieved by **the** use **of** passwords.
Q48,CACM-1324,answering english questions by computer: a survey fifteen experimental english language question-answering **systems** which are programmed and operating are described and reviewed.
Q48,CACM-2690,"a numbering **systems** for combinations cacm january, 1974 knott, g. d. combinatorics, coding system, storage mapping function 4.9 5.30 ca740109 jb january 18, 1978 1:42 pm 2690 4 2690 2690 4 2690 2853 4 2690 3115 4 2690 203 5 2690 2690 5 2690 2690 5 2690 2690 5 2690 2853 5 2690 579 5 2690 2690 6 2690 579 6 2690"
Q48,CACM-2329,"computer science-a vicious circle cacm june, 1972 kandel, a. education, computer engineering, computer science curriculum, **systems** design 1.52 6.0 ca720616 jb january 30, 1978 3:49 pm 1892 4 2329 1901 4 2329 2085 4 2329 2095 4 2329 2218 4 2329 2277 4 2329 2319 4 2329 2329 4 2329 2358 4 2329 2373 4 2329 2380 4 2329 2434 4 2329 2499 4 2329 2501 4 2329 2582 4 2329 2669 4 2329 2828 4 2329 2863 4 2329 2881 4 2329 2928 4 2329 2996 4 2329 3006 4 2329 3067 4 2329 1751 5 2329 2329 5 2329 2329 5 2329 2329 5 2329 2478 5 2329 3003 5 2329 1205 6 2329 1659 6 2329 1678 6 2329 1771 6 2329 1927 6 2329 1945 6 2329 2097 6 2329 2147 6 2329 2163 6 2329 2187 6 2329 2329 6 2329 2329 6 2329 2345 6 2329 2367 6 2329 2407 6 2329 2478 6 2329 2479 6 2329 2480 6 2329 2538 6 2329"
Q48,CACM-0795,"debugging **systems** at **the** source language level cacm august, 1963 ferguson, h. e. berner, e. ca630803 jb march 13, 1978 8:46 pm 1046 4 795 1105 4 795 1139 4 795 1140 4 795 1234 4 795 1263 4 795 1265 4 795 1496 4 795 1781 4 795 1824 4 795 2126 4 795 2546 4 795 464 4 795 2616 4 795 584 4 795 631 4 795 653 4 795 680 4 795 763 4 795 795 4 795 795 4 795 799 4 795 945 4 795 931 5 795 404 5 795 795 5 795 795 5 795 795 5 795"
